batting_team,bowling_team,city,runs_left,balls_left,wickets_remaining,total_runs_x,crr,rrr,results
Delhi Capitals,Rajasthan Royals,Delhi,92,95,8,125,7.92,5.81,1
Royal Challengers Bangalore,Kings XI Punjab,Bengaluru,80,59,8,162,8.07,8.14,1
Royal Challengers Bangalore,Kings XI Punjab,Chandigarh,92,50,8,182,7.71,11.04,1
Delhi Capitals,Chennai Super Kings,Chennai,121,74,8,177,7.3,9.81,0
Kolkata Knight Riders,Rajasthan Royals,Kolkata,85,76,8,145,8.18,6.71,1
Kolkata Knight Riders,Kings XI Punjab,Kolkata,36,43,8,171,10.52,5.02,1
Rajasthan Royals,Chennai Super Kings,Jaipur,59,46,6,142,6.73,7.7,1
Delhi Capitals,Kings XI Punjab,Delhi,93,68,6,158,7.5,8.21,0
Chennai Super Kings,Rajasthan Royals,Jaipur,111,62,6,159,4.97,10.74,1
Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,84,59,8,165,7.97,8.54,1
Kolkata Knight Riders,Kings XI Punjab,Kolkata,25,20,5,184,9.54,7.5,1
Mumbai Indians,Royal Challengers Bangalore,Mumbai,139,93,9,171,7.11,8.97,1
Mumbai Indians,Sunrisers Hyderabad,Centurion,139,111,10,146,4.67,7.51,0
Mumbai Indians,Royal Challengers Bangalore,Mumbai,3,2,4,163,8.14,9.0,1
Royal Challengers Bangalore,Kolkata Knight Riders,Durban,25,18,6,140,6.76,8.33,1
Chennai Super Kings,Mumbai Indians,Mumbai,130,101,7,140,3.16,7.72,0
Rajasthan Royals,Kolkata Knight Riders,Kolkata,186,119,10,186,0.0,9.38,1
Kolkata Knight Riders,Kings XI Punjab,Bangalore,13,10,3,200,10.2,7.8,1
Chennai Super Kings,Sunrisers Hyderabad,Hyderabad,80,64,8,148,7.29,7.5,1
Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,25,30,7,144,7.93,5.0,1
Chennai Super Kings,Mumbai Indians,Cape Town,90,51,7,166,6.61,10.59,0
Chennai Super Kings,Kings XI Punjab,Mohali,56,22,6,199,8.76,15.27,0
Mumbai Indians,Rajasthan Royals,Mumbai,8,34,7,104,6.7,1.41,1
Royal Challengers Bangalore,Chennai Super Kings,Bangalore,15,20,8,129,6.84,4.5,1
Chennai Super Kings,Mumbai Indians,Mumbai,183,117,10,184,2.0,9.38,1
Kings XI Punjab,Delhi Capitals,Chandigarh,48,68,8,116,7.85,4.24,1
Chennai Super Kings,Rajasthan Royals,Ahmedabad,21,4,4,178,8.12,31.5,0
Rajasthan Royals,Sunrisers Hyderabad,Port Elizabeth,139,107,7,142,1.38,7.79,1
Royal Challengers Bangalore,Delhi Capitals,Delhi,60,55,6,161,9.32,6.55,1
Delhi Capitals,Mumbai Indians,Mumbai,93,49,7,174,6.85,11.39,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,101,109,10,136,19.09,5.56,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,83,66,8,156,8.11,7.55,0
Rajasthan Royals,Mumbai Indians,Ahmedabad,81,49,9,165,7.1,9.92,1
Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,63,95,9,112,11.76,3.98,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Centurion,40,18,6,171,7.71,13.33,0
Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,149,90,10,204,11.0,9.93,1
Kings XI Punjab,Mumbai Indians,Chandigarh,162,96,9,190,7.0,10.12,0
Rajasthan Royals,Kolkata Knight Riders,Kolkata,58,26,4,186,8.17,13.38,1
Sunrisers Hyderabad,Delhi Capitals,Delhi,120,70,7,195,9.0,10.29,0
Delhi Capitals,Kings XI Punjab,Mohali,55,40,7,176,9.07,8.25,0
Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,90,73,9,144,6.89,7.4,1
Kolkata Knight Riders,Chennai Super Kings,Chennai,64,54,7,135,6.45,7.11,0
Mumbai Indians,Delhi Capitals,Delhi,156,96,10,191,8.75,9.75,0
Delhi Capitals,Chennai Super Kings,Johannesburg,120,88,8,164,8.25,8.18,0
Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,106,107,10,127,9.69,5.94,0
Kolkata Knight Riders,Rajasthan Royals,Ahmedabad,75,37,8,169,6.8,12.16,0
Rajasthan Royals,Kings XI Punjab,Jaipur,119,92,8,167,10.29,7.76,1
Kings XI Punjab,Chennai Super Kings,Chennai,112,27,3,193,5.23,24.89,0
Rajasthan Royals,Kings XI Punjab,Jaipur,52,25,8,201,9.41,12.48,0
Mumbai Indians,Royal Challengers Bangalore,Mumbai,52,35,7,171,8.4,8.91,1
Chennai Super Kings,Kolkata Knight Riders,Chennai,13,47,9,140,10.44,1.66,1
Kolkata Knight Riders,Rajasthan Royals,Cape Town,108,77,9,151,6.0,8.42,0
Delhi Capitals,Kings XI Punjab,Dharamsala,122,78,10,171,7.0,9.38,0
Chennai Super Kings,Delhi Capitals,Durban,190,119,10,190,0.0,9.58,0
Delhi Capitals,Kings XI Punjab,Delhi,106,81,7,158,8.0,7.85,0
Sunrisers Hyderabad,Delhi Capitals,Delhi,3,9,9,191,10.16,2.0,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Johannesburg,117,93,9,144,6.0,7.55,0
Sunrisers Hyderabad,Chennai Super Kings,Chennai,85,59,9,161,7.48,8.64,0
Rajasthan Royals,Chennai Super Kings,Jaipur,104,69,8,189,10.0,9.04,1
Delhi Capitals,Royal Challengers Bangalore,Bangalore,38,43,8,155,9.12,5.3,0
Kolkata Knight Riders,Rajasthan Royals,Jaipur,127,91,9,166,8.07,8.37,1
Mumbai Indians,Delhi Capitals,Delhi,132,77,8,191,8.23,10.29,0
Mumbai Indians,Kings XI Punjab,Indore,108,54,9,185,7.0,12.0,1
Kings XI Punjab,Sunrisers Hyderabad,Chandigarh,181,105,9,208,10.8,10.34,0
Kolkata Knight Riders,Delhi Capitals,Delhi,58,52,10,161,9.09,6.69,1
Mumbai Indians,Sunrisers Hyderabad,Hyderabad,155,109,9,158,1.64,8.53,1
Kings XI Punjab,Kolkata Knight Riders,Kolkata,66,40,6,165,7.42,9.9,0
Rajasthan Royals,Kings XI Punjab,Jaipur,89,89,10,154,12.58,6.0,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,102,86,9,156,9.53,7.12,0
Rajasthan Royals,Chennai Super Kings,Jaipur,21,5,4,189,8.77,25.2,1
Delhi Capitals,Sunrisers Hyderabad,Cuttack,168,116,10,172,6.0,8.69,0
Rajasthan Royals,Royal Challengers Bangalore,Bangalore,65,61,8,136,7.22,6.39,1
Mumbai Indians,Rajasthan Royals,Durban,99,66,7,146,5.22,9.0,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,138,97,10,162,6.26,8.54,1
Sunrisers Hyderabad,Kings XI Punjab,Mohali,13,1,5,202,9.53,78.0,0
Royal Challengers Bangalore,Delhi Capitals,Delhi,24,73,10,96,9.19,1.97,1
Mumbai Indians,Chennai Super Kings,Chennai,61,22,3,166,6.43,16.64,0
Sunrisers Hyderabad,Kings XI Punjab,Mohali,142,74,7,202,7.83,11.51,0
Mumbai Indians,Kings XI Punjab,Indore,49,48,9,199,12.5,6.12,1
Royal Challengers Bangalore,Chennai Super Kings,Bangalore,140,80,8,182,6.3,10.5,0
Kolkata Knight Riders,Kings XI Punjab,Chandigarh,107,104,10,125,6.75,6.17,1
Kolkata Knight Riders,Delhi Capitals,Delhi,116,95,9,147,7.44,7.33,1
Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,120,79,8,165,6.59,9.11,1
Kings XI Punjab,Mumbai Indians,Mumbai,68,30,9,198,8.67,13.6,0
Royal Challengers Bangalore,Kolkata Knight Riders,Sharjah,84,74,9,151,8.74,6.81,0
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,68,63,7,156,9.26,6.48,1
Delhi Capitals,Kings XI Punjab,Chandigarh,84,53,9,182,8.78,9.51,0
Kolkata Knight Riders,Royal Challengers Bangalore,Ranchi,116,116,9,116,0.0,6.0,1
Delhi Capitals,Mumbai Indians,Mumbai,99,68,7,163,7.38,8.74,0
Royal Challengers Bangalore,Mumbai Indians,Johannesburg,96,79,9,150,7.9,7.29,1
Mumbai Indians,Royal Challengers Bangalore,Mumbai,178,116,10,180,3.0,9.21,1
Delhi Capitals,Kolkata Knight Riders,Pune,42,16,5,163,6.98,15.75,0
Chennai Super Kings,Kings XI Punjab,Cuttack,57,3,4,232,8.97,114.0,0
Rajasthan Royals,Sunrisers Hyderabad,Abu Dhabi,93,73,7,134,5.23,7.64,1
Kings XI Punjab,Delhi Capitals,Delhi,117,116,10,119,3.0,6.05,1
Rajasthan Royals,Kolkata Knight Riders,Kolkata,104,65,9,180,8.29,9.6,0
Chennai Super Kings,Delhi Capitals,Delhi,59,14,6,172,6.4,25.29,0
Rajasthan Royals,Kolkata Knight Riders,Kolkata,58,27,4,186,8.26,12.89,1
Kolkata Knight Riders,Kings XI Punjab,Kolkata,70,70,9,171,12.12,6.0,1
Mumbai Indians,Sunrisers Hyderabad,Mumbai,62,48,7,159,8.08,7.75,1
Kings XI Punjab,Chennai Super Kings,Chennai,156,88,9,187,5.81,10.64,0
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,95,83,9,143,7.78,6.87,0
Kings XI Punjab,Sunrisers Hyderabad,Chandigarh,91,46,6,191,8.11,11.87,1
Kings XI Punjab,Delhi Capitals,Delhi,109,89,10,165,10.84,7.35,1
Kolkata Knight Riders,Delhi Capitals,Kolkata,90,112,10,99,6.75,4.82,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,112,72,9,166,6.75,9.33,1
Royal Challengers Bangalore,Kings XI Punjab,Chandigarh,167,106,10,182,6.43,9.45,1
Royal Challengers Bangalore,Delhi Capitals,Johannesburg,68,51,9,135,5.83,8.0,1
Delhi Capitals,Kolkata Knight Riders,Kolkata,176,100,8,207,9.3,10.56,0
Rajasthan Royals,Royal Challengers Bangalore,Pune,86,24,2,181,5.94,21.5,0
Delhi Capitals,Chennai Super Kings,Chennai,70,29,7,177,7.05,14.48,0
Royal Challengers Bangalore,Chennai Super Kings,Durban,117,108,8,130,6.5,6.5,1
Delhi Capitals,Royal Challengers Bangalore,Bangalore,38,25,4,158,7.58,9.12,0
Sunrisers Hyderabad,Kings XI Punjab,Mohali,31,6,5,202,9.0,31.0,0
Delhi Capitals,Royal Challengers Bangalore,Bangalore,85,43,6,187,7.95,11.86,0
Delhi Capitals,Kolkata Knight Riders,Delhi,87,54,7,149,5.64,9.67,0
Rajasthan Royals,Chennai Super Kings,Jaipur,163,92,9,197,7.29,10.63,0
Kolkata Knight Riders,Rajasthan Royals,Abu Dhabi,53,31,6,153,6.74,10.26,0
Delhi Capitals,Kings XI Punjab,Mohali,157,108,9,176,9.5,8.72,0
Royal Challengers Bangalore,Chennai Super Kings,Chennai,105,31,3,206,6.81,20.32,0
Rajasthan Royals,Chennai Super Kings,Pune,89,34,4,211,8.51,15.71,0
Kings XI Punjab,Mumbai Indians,Mumbai,144,106,10,164,8.57,8.15,1
Delhi Capitals,Kolkata Knight Riders,Raipur,85,62,8,137,5.38,8.23,0
Royal Challengers Bangalore,Mumbai Indians,Port Elizabeth,135,98,10,158,6.27,8.27,0
Chennai Super Kings,Rajasthan Royals,Ranchi,37,24,6,149,7.0,9.25,1
Rajasthan Royals,Chennai Super Kings,Jaipur,168,94,9,197,6.69,10.72,0
Mumbai Indians,Royal Challengers Bangalore,Chennai,181,118,10,186,15.0,9.2,0
Rajasthan Royals,Chennai Super Kings,Mumbai,144,100,9,164,6.0,8.64,1
Royal Challengers Bangalore,Chennai Super Kings,Bangalore,33,39,8,129,7.11,5.08,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,172,115,10,182,12.0,8.97,1
Royal Challengers Bangalore,Kings XI Punjab,Bangalore,64,40,9,204,10.5,9.6,1
Kings XI Punjab,Kolkata Knight Riders,Kolkata,52,37,8,201,10.77,8.43,1
Rajasthan Royals,Kings XI Punjab,Chandigarh,16,18,8,146,7.65,5.33,1
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,103,70,9,145,5.04,8.83,1
Kolkata Knight Riders,Rajasthan Royals,Ahmedabad,120,83,10,171,8.27,8.67,0
Kolkata Knight Riders,Royal Challengers Bangalore,Bengaluru,123,76,9,186,8.59,9.71,1
Kolkata Knight Riders,Rajasthan Royals,Kolkata,8,14,6,145,7.75,3.43,1
Delhi Capitals,Mumbai Indians,Centurion,19,29,6,166,9.69,3.93,0
Delhi Capitals,Chennai Super Kings,Chennai,159,107,10,177,8.31,8.92,0
Rajasthan Royals,Chennai Super Kings,Chennai,219,98,10,247,7.64,13.41,0
Rajasthan Royals,Delhi Capitals,Delhi,67,47,8,153,7.07,8.55,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,187,117,10,188,2.0,9.59,0
Delhi Capitals,Rajasthan Royals,Ahmedabad,177,102,9,202,8.33,10.41,0
Chennai Super Kings,Rajasthan Royals,Jaipur,33,12,5,159,7.0,16.5,1
Chennai Super Kings,Sunrisers Hyderabad,Mumbai,128,72,9,187,7.38,10.67,1
Delhi Capitals,Chennai Super Kings,Pune,182,93,9,219,8.22,11.74,0
Mumbai Indians,Kings XI Punjab,Indore,96,47,8,185,7.32,12.26,1
Chennai Super Kings,Mumbai Indians,Mumbai,113,88,6,140,5.06,7.7,0
Mumbai Indians,Kolkata Knight Riders,Abu Dhabi,118,67,8,164,5.21,10.57,0
Kolkata Knight Riders,Kings XI Punjab,Chandigarh,106,102,10,139,11.0,6.24,1
Kolkata Knight Riders,Rajasthan Royals,Jaipur,125,104,8,145,7.5,7.21,0
Kings XI Punjab,Rajasthan Royals,Indore,22,15,6,161,7.94,8.8,1
Rajasthan Royals,Delhi Capitals,Delhi,128,74,6,189,7.96,10.38,0
Royal Challengers Bangalore,Chennai Super Kings,Chennai,153,94,8,184,7.15,9.77,0
Kings XI Punjab,Kolkata Knight Riders,Kolkata,200,119,10,201,6.0,10.08,1
Kings XI Punjab,Kolkata Knight Riders,Chandigarh,119,67,7,184,7.36,10.66,0
Rajasthan Royals,Chennai Super Kings,Jaipur,67,12,4,197,7.22,33.5,0
Delhi Capitals,Royal Challengers Bangalore,Bangalore,66,51,6,158,8.0,7.76,0
Chennai Super Kings,Kings XI Punjab,Chandigarh,44,51,8,131,7.57,5.18,1
Rajasthan Royals,Sunrisers Hyderabad,Delhi,41,35,5,133,6.49,7.03,1
Kings XI Punjab,Delhi Capitals,Delhi,20,32,6,121,6.89,3.75,1
Mumbai Indians,Royal Challengers Bangalore,Mumbai,67,44,7,163,7.58,9.14,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,128,57,5,195,6.38,13.47,0
Royal Challengers Bangalore,Delhi Capitals,Bengaluru,170,100,9,187,5.1,10.2,1
Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,105,65,8,170,7.09,9.69,0
Rajasthan Royals,Kolkata Knight Riders,Kolkata,60,24,8,180,7.5,15.0,0
Kings XI Punjab,Chennai Super Kings,Chandigarh,76,51,8,189,9.83,8.94,1
Rajasthan Royals,Mumbai Indians,Mumbai,49,26,4,167,7.53,11.31,0
Sunrisers Hyderabad,Delhi Capitals,Delhi,58,74,9,135,10.04,4.7,1
Sunrisers Hyderabad,Delhi Capitals,Visakhapatnam,108,64,8,168,6.43,10.12,0
Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,169,74,8,224,7.17,13.7,0
Kings XI Punjab,Delhi Capitals,Bloemfontein,78,68,7,121,4.96,6.88,1
Mumbai Indians,Kings XI Punjab,Mumbai,109,71,9,190,9.92,9.21,0
Mumbai Indians,Delhi Capitals,Mumbai,41,9,2,220,9.68,27.33,0
Chennai Super Kings,Rajasthan Royals,Chennai,31,20,6,186,9.3,9.3,1
Kings XI Punjab,Delhi Capitals,Delhi,3,16,8,112,6.29,1.12,1
Mumbai Indians,Royal Challengers Bangalore,Mumbai,135,102,9,163,9.33,7.94,1
Kings XI Punjab,Royal Challengers Bangalore,Bangalore,50,45,8,159,8.72,6.67,1
Kolkata Knight Riders,Chennai Super Kings,Kolkata,77,66,9,155,8.67,7.0,1
Delhi Capitals,Mumbai Indians,Visakhapatnam,88,17,2,207,6.93,31.06,0
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,135,59,7,191,5.51,13.73,0
Kolkata Knight Riders,Chennai Super Kings,Ranchi,83,59,5,149,6.49,8.44,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,124,12,2,234,6.11,62.0,0
Rajasthan Royals,Delhi Capitals,Delhi,12,6,3,185,9.11,12.0,1
Kings XI Punjab,Chennai Super Kings,Chandigarh,213,99,10,241,8.0,12.91,0
Delhi Capitals,Mumbai Indians,Mumbai,104,68,7,184,9.23,9.18,0
Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,38,43,9,131,7.25,5.3,1
Royal Challengers Bangalore,Kings XI Punjab,Chandigarh,107,119,10,107,0.0,5.39,0
Delhi Capitals,Kolkata Knight Riders,Delhi,96,66,8,149,5.89,8.73,0
Rajasthan Royals,Mumbai Indians,Jaipur,96,73,7,146,6.38,7.89,1
Chennai Super Kings,Royal Challengers Bangalore,Bangalore,96,107,8,107,5.08,5.38,0
Chennai Super Kings,Kolkata Knight Riders,Kolkata,52,31,6,171,8.02,10.06,1
Kolkata Knight Riders,Delhi Capitals,Delhi,115,63,7,187,7.58,10.95,0
Royal Challengers Bangalore,Chennai Super Kings,Port Elizabeth,128,68,5,180,6.0,11.29,0
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,97,75,10,170,9.73,7.76,1
Kings XI Punjab,Sunrisers Hyderabad,Dharamsala,152,80,8,199,7.05,11.4,0
Chennai Super Kings,Kings XI Punjab,Mohali,115,66,7,199,9.33,10.45,0
Sunrisers Hyderabad,Kings XI Punjab,Mohali,62,22,6,202,8.57,16.91,0
Chennai Super Kings,Kings XI Punjab,Chennai,96,76,9,157,8.32,7.58,0
Mumbai Indians,Kings XI Punjab,Dharamsala,122,67,7,184,7.02,10.93,0
Rajasthan Royals,Mumbai Indians,Jaipur,123,95,9,146,5.52,7.77,1
Chennai Super Kings,Mumbai Indians,Mumbai,77,56,7,174,9.09,8.25,1
Kolkata Knight Riders,Chennai Super Kings,Chennai,71,56,9,154,7.78,7.61,0
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,7,11,5,111,5.72,3.82,1
Kolkata Knight Riders,Mumbai Indians,Mumbai,86,56,8,172,8.06,9.21,0
Kolkata Knight Riders,Mumbai Indians,Kolkata,80,35,7,183,7.27,13.71,0
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,76,59,9,188,11.02,7.73,0
Kolkata Knight Riders,Kings XI Punjab,Cuttack,96,85,10,150,9.26,6.78,1
Rajasthan Royals,Chennai Super Kings,Chennai,33,14,4,183,8.49,14.14,0
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,102,28,6,191,5.8,21.86,0
Kolkata Knight Riders,Delhi Capitals,Delhi,68,60,8,147,7.9,6.8,1
Rajasthan Royals,Mumbai Indians,Jaipur,163,113,10,173,8.57,8.65,1
Mumbai Indians,Chennai Super Kings,Mumbai,83,59,8,181,9.64,8.44,1
Kolkata Knight Riders,Chennai Super Kings,Kolkata,26,23,8,155,7.98,6.78,1
Rajasthan Royals,Sunrisers Hyderabad,Delhi,31,24,4,133,6.38,7.75,1
Kings XI Punjab,Delhi Capitals,Delhi,143,79,7,189,6.73,10.86,0
Delhi Capitals,Chennai Super Kings,Delhi,92,107,10,111,8.77,5.16,0
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,8,38,5,161,11.2,1.26,1
Rajasthan Royals,Sunrisers Hyderabad,Hyderabad,112,93,10,137,5.56,7.23,0
Sunrisers Hyderabad,Kings XI Punjab,Dharamsala,138,89,9,175,7.16,9.3,0
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,109,52,7,181,6.35,12.58,0
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,136,115,10,143,8.4,7.1,0
Kolkata Knight Riders,Rajasthan Royals,Cape Town,22,16,5,151,7.44,8.25,0
Mumbai Indians,Kolkata Knight Riders,Mumbai,30,103,9,68,13.41,1.75,1
Royal Challengers Bangalore,Kings XI Punjab,Chandigarh,30,21,7,164,8.12,8.57,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,152,85,10,209,9.77,10.73,0
Kings XI Punjab,Mumbai Indians,Mumbai,107,57,9,198,8.67,11.26,0
Mumbai Indians,Sunrisers Hyderabad,Mumbai,39,51,7,101,5.39,4.59,1
Mumbai Indians,Kolkata Knight Riders,Kolkata,101,59,8,188,8.56,10.27,1
Kings XI Punjab,Chennai Super Kings,Abu Dhabi,25,21,6,206,10.97,7.14,1
Sunrisers Hyderabad,Mumbai Indians,Mumbai,95,83,10,155,9.73,6.87,0
Chennai Super Kings,Mumbai Indians,Cape Town,93,54,7,166,6.64,10.33,0
Royal Challengers Bangalore,Delhi Capitals,Delhi,38,81,10,96,8.92,2.81,1
Rajasthan Royals,Kolkata Knight Riders,Kolkata,123,73,7,186,8.04,10.11,1
Kolkata Knight Riders,Kings XI Punjab,Bangalore,22,19,5,200,10.57,6.95,1
Royal Challengers Bangalore,Mumbai Indians,Bengaluru,43,17,6,198,9.03,15.18,0
Mumbai Indians,Kings XI Punjab,Durban,112,102,8,120,2.67,6.59,0
Chennai Super Kings,Delhi Capitals,Chennai,51,70,10,115,7.68,4.37,1
Mumbai Indians,Royal Challengers Bangalore,Bengaluru,154,106,9,174,8.57,8.72,0
Mumbai Indians,Sunrisers Hyderabad,Mumbai,99,56,9,179,7.5,10.61,1
Kolkata Knight Riders,Kings XI Punjab,Chandigarh,94,73,8,158,8.17,7.73,0
Mumbai Indians,Delhi Capitals,Mumbai,39,7,2,220,9.61,33.43,0
Sunrisers Hyderabad,Kings XI Punjab,Chandigarh,20,12,7,180,8.89,10.0,1
Kings XI Punjab,Rajasthan Royals,Jaipur,131,73,7,192,7.79,10.77,0
Sunrisers Hyderabad,Mumbai Indians,Mumbai,78,49,7,158,6.76,9.55,0
Mumbai Indians,Kolkata Knight Riders,Mumbai,133,98,10,141,2.18,8.14,0
Delhi Capitals,Kolkata Knight Riders,Raipur,25,25,8,137,7.07,6.0,0
Delhi Capitals,Kolkata Knight Riders,Delhi,129,72,9,194,8.12,10.75,1
Delhi Capitals,Kolkata Knight Riders,Raipur,110,95,8,137,6.48,6.95,0
Chennai Super Kings,Mumbai Indians,Mumbai,141,87,8,188,8.55,9.72,0
Royal Challengers Bangalore,Mumbai Indians,Mumbai,153,63,8,231,8.21,14.57,0
Mumbai Indians,Kolkata Knight Riders,Kolkata,232,112,9,242,7.5,12.43,0
Kings XI Punjab,Royal Challengers Bangalore,Bangalore,99,98,9,127,7.64,6.06,1
Mumbai Indians,Sunrisers Hyderabad,Visakhapatnam,150,98,7,178,7.64,9.18,0
Mumbai Indians,Rajasthan Royals,Mumbai,51,64,9,104,5.68,4.78,1
Kolkata Knight Riders,Mumbai Indians,Kolkata,93,90,10,134,8.2,6.2,1
Chennai Super Kings,Kolkata Knight Riders,Kolkata,66,64,10,159,9.96,6.19,1
Rajasthan Royals,Chennai Super Kings,Jaipur,83,49,7,189,8.96,10.16,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,78,68,7,130,6.0,6.88,1
Kolkata Knight Riders,Kings XI Punjab,Chandigarh,120,91,9,168,9.93,7.91,0
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,29,29,7,146,7.71,6.0,1
Sunrisers Hyderabad,Delhi Capitals,Visakhapatnam,136,90,10,168,6.4,9.07,0
Royal Challengers Bangalore,Mumbai Indians,Mumbai,69,41,7,188,9.04,10.1,0
Mumbai Indians,Royal Challengers Bangalore,Mumbai,60,11,5,236,9.69,32.73,0
Kolkata Knight Riders,Mumbai Indians,Cuttack,47,37,9,142,6.87,7.62,1
Kolkata Knight Riders,Rajasthan Royals,Jaipur,102,78,6,145,6.14,7.85,0
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,189,109,10,196,3.82,10.4,0
Kolkata Knight Riders,Kings XI Punjab,Chandigarh,57,69,9,139,9.65,4.96,1
Mumbai Indians,Chennai Super Kings,Chennai,103,92,8,137,7.29,6.72,1
Chennai Super Kings,Mumbai Indians,Chennai,83,46,5,149,5.35,10.83,0
Rajasthan Royals,Sunrisers Hyderabad,Hyderabad,65,52,9,138,6.44,7.5,1
Rajasthan Royals,Mumbai Indians,Jaipur,21,19,7,172,8.97,6.63,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,147,111,10,152,3.33,7.95,1
Chennai Super Kings,Mumbai Indians,Chennai,107,75,8,149,5.6,8.56,0
Mumbai Indians,Royal Challengers Bangalore,Mumbai,88,57,8,171,7.9,9.26,1
Delhi Capitals,Kolkata Knight Riders,Pune,88,62,8,163,7.76,8.52,0
Mumbai Indians,Kolkata Knight Riders,Bangalore,81,99,8,108,7.71,4.91,1
Royal Challengers Bangalore,Rajasthan Royals,Jaipur,29,57,8,131,9.71,3.05,1
Kolkata Knight Riders,Royal Challengers Bangalore,Bengaluru,51,25,8,186,8.53,12.24,1
Chennai Super Kings,Royal Challengers Bangalore,Bangalore,53,9,4,172,6.43,35.33,0
Kings XI Punjab,Sunrisers Hyderabad,Chandigarh,79,46,5,151,5.84,10.3,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,107,69,7,156,5.76,9.3,1
Rajasthan Royals,Royal Challengers Bangalore,Bangalore,38,17,5,191,8.91,13.41,1
Delhi Capitals,Mumbai Indians,Mumbai,122,94,6,143,4.85,7.79,0
Rajasthan Royals,Chennai Super Kings,Mumbai,7,5,3,164,8.19,8.4,1
Kolkata Knight Riders,Delhi Capitals,Delhi,28,9,1,187,8.59,18.67,0
Mumbai Indians,Royal Challengers Bangalore,Bangalore,53,49,9,141,7.44,6.49,1
Kolkata Knight Riders,Kings XI Punjab,Chandigarh,82,92,10,125,9.21,5.35,1
Rajasthan Royals,Mumbai Indians,Mumbai,125,77,9,188,8.79,9.74,0
Kolkata Knight Riders,Delhi Capitals,Delhi,133,101,10,154,6.63,7.9,1
Kings XI Punjab,Delhi Capitals,Delhi,29,50,6,121,7.89,3.48,1
Kolkata Knight Riders,Kings XI Punjab,Cuttack,26,27,9,150,8.0,5.78,1
Royal Challengers Bangalore,Delhi Capitals,Delhi,138,85,7,192,9.26,9.74,0
Kolkata Knight Riders,Delhi Capitals,Delhi,150,109,10,161,6.0,8.26,1
Kings XI Punjab,Delhi Capitals,Bloemfontein,70,58,7,121,4.94,7.24,1
Rajasthan Royals,Chennai Super Kings,Chennai,102,56,6,183,7.59,10.93,0
Mumbai Indians,Kings XI Punjab,Mumbai,56,36,7,190,9.57,9.33,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,228,115,10,234,7.2,11.9,0
Royal Challengers Bangalore,Delhi Capitals,Sharjah,88,74,9,146,7.57,7.14,1
Rajasthan Royals,Chennai Super Kings,Chennai,59,22,7,247,11.51,16.09,0
Royal Challengers Bangalore,Kolkata Knight Riders,Sharjah,117,92,10,151,7.29,7.63,0
Rajasthan Royals,Mumbai Indians,Mumbai,34,34,8,192,11.02,6.0,1
Royal Challengers Bangalore,Rajasthan Royals,Jaipur,42,6,1,175,7.0,42.0,0
Kings XI Punjab,Chennai Super Kings,Chennai,127,54,5,193,6.0,14.11,0
Royal Challengers Bangalore,Chennai Super Kings,Durban,90,75,7,130,5.33,7.2,1
Kings XI Punjab,Sunrisers Hyderabad,Dharamsala,109,41,6,199,6.84,15.95,0
Kolkata Knight Riders,Mumbai Indians,Kolkata,81,36,7,183,7.29,13.5,0
